timestamp,user,ip_address,event_type,resource,random_token,label,event_hour,day_of_week
2025-06-29 18:17:51.327325,user_13,205.195.1.85,login_success,tags/wp-content/list,00f8162907efc924251f6ce4a1f0c00bd0bac378,1,18,6
2025-07-09 16:32:27.200672,user_23,49.210.146.78,login_failure,blog,8d91dadf5c65e87e657a1b1cba08cf1e70ee2454,0,16,2
2025-07-11 10:10:18.773881,user_27,205.241.168.137,file_access,wp-content/main,de4a52471c06a28912d16c6e1748126e6ee43df5,0,10,4
2025-07-09 18:07:12.453292,bad_actor_1,131.119.138.105,login_success,main/category/category,2589ca7e9d0361ff22df0d993cc37a1fd3003775,1,18,2
2025-07-01 18:10:28.257035,bad_actor_5,92.182.21.159,login_success,category,394419a0be68fce2dc9ec0fcd4e49ccc231c06bf,1,18,1
2025-06-30 09:55:14.475064,user_13,113.145.8.190,file_access,list/explore/explore,71b1ab310b9238e3d53a4d4733b80d632af0a2ed,0,9,0
2025-07-02 20:39:28.499762,user_5,119.179.164.227,login_success,list/main,cbf16a7c27ad72d07921cfd270079d0061e84333,1,20,2
2025-07-03 22:23:55.000715,user_18,157.30.219.110,login_failure,explore/explore/categories,71f7797fc18750e907b333bb820bbf7ad120cfb4,0,22,3
2025-07-14 04:26:39.337000,user_14,77.238.207.187,file_access,blog/app/search,ede71351968454e36badda81cc9ec2bbc6492213,1,4,0
2025-06-30 12:11:07.935328,user_8,181.9.176.92,config_change,app/wp-content/tags,a40f588e022d6747839e456a35da59f1d16ff426,0,12,0
2025-07-08 08:07:11.098529,user_16,115.240.127.129,login_success,posts,05cbfd9128bb40347ce9ef9316de97387792d8ff,1,8,1
2025-07-13 16:12:11.310026,bad_actor_1,206.135.236.233,login_failure,list,8b76e83eb1d8471756c11acb2fd3e832b4a3608d,1,16,6
2025-07-09 17:31:02.528956,user_22,106.24.19.210,login_success,tag/explore,05ae5a19d45709f81d536952e292245af4fceff8,1,17,2
2025-06-30 18:04:57.894545,bad_actor_4,120.204.194.248,login_failure,blog,f1957267dbcc6f39e8091670e77595363712c458,0,18,0
2025-07-05 04:44:19.107006,user_18,170.250.37.177,file_access,tags,c9862c6bdd48416044615ea302f0814235a20122,0,4,5
2025-07-09 16:08:22.712012,bad_actor_1,208.64.22.62,login_failure,search/tags/explore,7b82476339064b9edebb9da825ed289006a9d77d,1,16,2
2025-07-03 17:45:15.283160,user_21,5.62.91.121,login_success,wp-content/category/blog,d248875441c09217c648a71eeaf1dd34f2cbdf0a,1,17,3
2025-07-01 00:56:10.814156,user_6,209.160.37.1,login_failure,posts/app,b5529e05fcaf2e8ff21b3aa4d2e62c097dd26300,0,0,1
2025-07-02 01:52:42.241251,user_29,48.195.224.7,login_failure,categories/tag,77c9c9eb810919ea8ca88a1877993731e31bd3b0,0,1,2
2025-07-07 20:07:17.014810,user_25,13.49.67.95,login_success,categories/main,06fd6fd50c5d2ff1dbcb5b1537800655f714d2c1,0,20,0
2025-07-13 03:19:18.328938,user_28,130.141.163.57,login_failure,list,51838f55558e6cd15fd3950fd45bb27a6244e452,0,3,6
2025-07-14 06:17:24.781338,user_17,103.160.33.100,login_failure,main/explore/list,f4b8a4ed27ee00b922c8a1197b987118a1b0c3be,0,6,0
2025-07-02 08:16:43.419790,user_25,16.203.12.199,login_success,posts/category,be263bffdea26116fe19ad8fbe1ec512ad2f51e8,0,8,2
2025-07-02 01:01:12.404503,user_30,195.17.53.132,login_failure,main/list/list,8216808fdb54b2b9450f1c9e514095c01413d361,0,1,2
2025-07-02 23:57:40.917179,bad_actor_3,142.144.236.174,login_failure,wp-content/search/list,b0de6a68b1455e65ab906dadccf5c4d740a23d13,0,23,2
2025-07-09 20:20:07.481395,user_12,153.148.84.167,file_access,search/app/list,d02b78b9836506accb4cc194976e1678a087d87c,0,20,2
2025-06-30 05:28:53.327770,user_10,199.135.235.53,login_success,tag/blog/search,78ed4eaddd67bc26dc7808abddc22fb2b8c9c578,0,5,0
2025-07-03 11:24:32.367956,user_19,214.21.32.21,privilege_escalation,tag/categories/posts,ba99870e7257e42c66dce5dd08dbe2cdb152f25f,1,11,3
2025-07-05 02:49:43.027429,bad_actor_4,203.89.56.114,config_change,list,be88e57ab3c4642f2a427b19459fd1f5ccf918b8,1,2,5
2025-07-10 10:49:13.524866,user_5,211.252.238.58,login_success,categories/blog,edaf8220543059d1cc1235974f56c544af94a95e,0,10,3
2025-07-02 12:46:16.760515,user_18,212.18.189.222,login_success,explore/blog/list,5eec980aac8811b0554f07f7eb31e4fdeb0f8ece,0,12,2
2025-07-04 05:06:13.934252,user_20,128.6.166.162,login_success,categories,c757a9e719d55bfdf1d35c0b929eeac73627ad23,0,5,4
2025-07-06 06:45:06.677822,user_18,201.220.37.221,file_access,wp-content/tag/list,f3c4f50874efbeb74b0541e6b7e96bae162c37f6,0,6,6
2025-07-07 09:16:17.804850,user_23,50.41.142.116,login_success,tags/main/explore,3b3f7bf4912278a5a85ba1724694c95bb39a4c99,0,9,0
2025-07-01 20:45:22.735070,user_21,140.190.139.122,login_success,search,c901dfaa3d07abee500f3ed3cdfc4e3f88e6073d,0,20,1
2025-07-06 11:39:31.354221,user_15,192.66.84.155,login_success,categories/blog/category,9a81513609834212b826fa490c92afc4a4c40dd4,0,11,6
2025-07-13 01:03:59.134770,user_11,32.90.216.161,login_success,categories,a5c4f5981d43539430398c06b5d8ac36f7ce8c7a,0,1,6
2025-07-08 00:22:29.909067,user_19,204.102.216.229,login_success,tags,a4b9bb79ea25dc5e03ed8e1828d7be04ffd9a7a5,0,0,1
2025-07-13 21:43:23.332542,bad_actor_1,186.39.78.10,login_failure,tags/blog,50064b7add5e6d46d3e0df54f35e502f719d45f4,1,21,6
2025-07-10 19:25:29.453039,user_28,213.23.210.81,login_success,tag/posts,91d6073749feedca968e23d38cc8c38c65f7ec89,0,19,3
2025-07-09 01:20:17.974328,user_9,167.192.232.205,login_failure,tag/blog,94d0a42ab8b9782cff04b3950dd64a89062e7944,0,1,2
2025-07-01 17:31:24.783725,user_5,133.40.47.50,login_failure,categories,3d6939dbd63247c56048845ee3f61901905f0315,0,17,1
2025-07-05 18:26:40.783088,user_19,221.70.153.10,login_failure,tag/app/posts,5ca40d1639e02ebc0f315269a21090a0ea5b6b0d,0,18,5
2025-07-12 12:07:56.713866,user_26,199.10.0.23,login_success,category/app/category,3320a360c0eb5de4f633a50e5945193116adefd7,0,12,5
2025-07-06 23:28:17.402905,bad_actor_4,183.14.167.41,login_failure,tag/app,19fcc441a70fde3616acad81a866b10b717ec6e4,1,23,6
2025-07-12 06:17:27.339329,user_28,194.169.1.124,login_failure,posts,85cfe8409927b6672a2bccde21339ab86a4939ba,0,6,5
2025-06-30 21:55:47.910962,user_21,176.222.5.31,login_success,main/tag,c1df21324795bfbbf2f2ca0d28dea84bc230734e,0,21,0
2025-07-04 13:22:24.163126,user_11,157.25.203.54,file_access,search/explore,c4c135edb271b581aeb32df4a27440451c5a3849,0,13,4
2025-07-14 15:40:32.545748,user_7,120.106.171.219,login_success,wp-content/app,a739fbf786ae098a5452e0a3856c139f9cac96a0,0,15,0
2025-07-02 15:28:43.444342,user_14,47.211.125.88,login_success,posts,14ae20b3d427be0a29cd01e19e6a2d00fce7477a,0,15,2
2025-07-08 02:44:16.578181,user_28,120.234.69.3,privilege_escalation,tags,181f35aeed760016511d8b24da6ddecb52d42de8,0,2,1
2025-07-11 07:42:50.284483,user_28,135.84.129.170,file_access,category,0bfcefeec198719b00cf28f2aaed7ba6d0ff31c5,0,7,4
2025-07-05 14:30:16.156206,bad_actor_5,3.128.80.119,config_change,wp-content/tags/posts,6f3154bc08cfa364cfc793715bc2ca00a7f2cb81,1,14,5
2025-07-11 14:21:02.472714,user_28,194.123.245.219,login_success,posts/category/tag,92d0c7c4207b6309807b9620eb08c61bbee754a6,1,14,4
2025-07-12 09:33:22.012591,user_16,200.12.244.175,login_success,main/explore,c42bde215a804861c510b18ce7d870cedbddccf7,0,9,5
2025-07-02 07:07:05.501568,user_2,189.239.130.189,login_success,explore/search/posts,5b07427c482581445089c009c29bca52906e66fd,0,7,2
2025-07-04 11:44:18.739543,bad_actor_4,145.45.100.125,login_failure,main,7b8a0dd56986582e71d32744472c65026609318a,1,11,4
2025-07-08 04:51:17.139503,user_15,157.189.200.149,login_success,category/app/list,c34bcdce98be9a7e587328607451b0bc7dd82b14,1,4,1
2025-07-04 18:13:51.140741,user_24,103.8.141.136,config_change,blog/search/app,352024f969beb53d08af762826bee3e2cebdcc0c,0,18,4
2025-07-06 23:35:48.889516,user_23,90.2.235.24,login_failure,explore,f2d8dad05f90c27f94613cc55d216ec6ee4e0dee,0,23,6
2025-07-01 01:12:29.142319,user_7,208.141.65.190,config_change,categories,c6aa2b69e84d9294b6835cd5cf6092eb5654b27e,0,1,1
2025-07-06 18:04:57.593432,user_18,187.207.3.250,login_success,category/explore/categories,c7afb30723241c9b25642fa96ce102a734fa1652,0,18,6
2025-07-03 02:42:09.301523,user_2,144.22.255.114,login_failure,wp-content/main/categories,e2ff875408c2b0bf1a6665a099c2cad2fe6eddc8,0,2,3
2025-07-03 19:14:55.516551,user_28,94.253.28.16,login_failure,explore/categories/search,7873e4486124ea7a673010e4bc2cabfc54e9a2fa,0,19,3
2025-07-02 08:18:28.240616,bad_actor_5,109.198.43.58,login_failure,explore,e4700cfbdc41f7ee6f6013d213db81bb7b6666b3,1,8,2
2025-07-07 22:55:05.220971,user_20,131.125.90.177,login_success,explore/tags/posts,fe3f25fe534b5146f9b0e04fddb7bf5efcb8d869,1,22,0
2025-07-06 20:02:45.614354,user_13,62.10.153.120,login_success,wp-content/app,d5328f94ec61b82f6f2aa139d6a323e979154012,0,20,6
2025-07-05 15:57:48.845159,user_8,132.46.150.56,login_failure,posts,38eaddb2bb18b3fad1bf84c2baf610d071022f29,0,15,5
2025-06-30 22:22:26.457282,bad_actor_1,83.114.10.135,login_failure,main,e62492319a6b71899fb3ef02daaf28e5f402626f,1,22,0
2025-07-11 06:57:30.827449,user_17,183.56.212.57,login_success,tag/tag,721f0a4e428a06477696981677c06eb6ec677ead,1,6,4
2025-07-08 19:10:33.662270,user_22,131.218.208.52,login_failure,main/posts/tags,4ab23b07c9d637f67fedb05ef0e368241a008f19,0,19,1
2025-07-07 22:25:33.950269,user_13,75.31.194.222,login_success,app,4f336be2a3b5b791e73b08491167980f5259d074,0,22,0
2025-06-30 03:27:33.252574,user_15,206.84.127.192,login_success,blog/blog,add09f5d9a6cbe90ccae63134efbfb8f67a63347,0,3,0
2025-07-11 11:19:37.122534,user_3,216.119.59.66,login_success,tags/posts/wp-content,5a0d4156c080ae66debbef26e9bbd29489e1b6fe,1,11,4
2025-07-12 01:17:45.982907,user_19,49.0.31.86,config_change,app,a49e1b34cf406b421e9cf7616221ce349c513f9b,0,1,5
2025-07-06 05:48:14.869481,bad_actor_2,185.60.76.71,login_success,blog/blog,6e0465bb7c8a8a866f4b4111200fad60325fede0,1,5,6
2025-06-30 20:40:04.640061,user_3,207.128.135.184,file_access,categories,db0461a748349fa6f251514a7d840223963dcc68,0,20,0
2025-07-03 02:07:18.042775,user_6,210.236.38.93,login_success,list/categories/explore,5461297ce4f1bf24cc56a5353b5f47026479186f,0,2,3
2025-07-11 02:25:41.269407,user_10,193.20.153.62,login_failure,tags,cbd72868c2bb3388b3e98eba01258c7bb7b31f9b,1,2,4
2025-07-14 14:36:33.335513,user_21,168.92.236.37,login_failure,tags/tag,9f66b61c7c3419de95a9c02eb8ce874940dae133,0,14,0
2025-07-09 16:57:25.028339,user_18,148.140.55.239,login_success,tag,ce99b73baf37bb31df040e0bb6d2e209523695b6,1,16,2
2025-07-11 20:35:33.581020,user_29,153.161.2.120,login_success,app/main/search,f1534b19713decabeec3ec53671300b8c1530490,0,20,4
2025-07-09 12:27:59.860882,user_4,160.4.182.250,login_failure,tag/app/categories,536c4cf968bdb7c3bf98d799e81c36ed8c1a8bf4,0,12,2
2025-07-02 16:59:23.476902,user_10,177.166.205.191,login_failure,main/search/list,bdb5cc75bce2cb67dc3962cc82ab0cf8d3701b22,1,16,2
2025-07-10 07:13:50.541330,user_7,13.234.20.201,login_failure,categories/categories,9bb8723c638aac72a38640d2b02eeb52975e668e,1,7,3
2025-07-09 08:53:03.756664,user_17,120.240.146.23,login_failure,tags,c97a0acac74856fcd9ee3a491c39f52f454fd22f,1,8,2
2025-07-05 21:17:07.484444,user_28,184.191.229.144,login_success,explore/wp-content,198db7719ec8514ea7a95aa18db74c63c006ca09,0,21,5
2025-07-12 14:45:30.907019,user_27,136.188.141.124,login_success,posts/list,0e67565cf6273ff2fbf6f7efb5a420abfe582b41,0,14,5
2025-07-03 21:31:51.322335,bad_actor_2,208.21.3.189,login_success,list/categories,74f419be91922a6ce62f7972874656062c45094d,1,21,3
2025-07-04 19:57:12.628434,user_18,119.191.220.193,login_failure,posts/category/explore,31a1e2252653ea93c6189dfe5015ee1519a791a8,0,19,4
2025-07-03 03:47:28.930091,user_4,220.65.76.21,login_success,app/blog,c300367d195663e1279ca8911e33ce28479559ef,0,3,3
2025-07-07 02:01:37.929903,user_29,137.188.23.243,login_success,wp-content,3bfa028da4cec10300286c80bf65e303ebda2567,0,2,0
2025-07-12 18:25:02.724774,bad_actor_3,211.54.47.208,login_success,main/list,2618aaa3a53ae981a87f6009733dfaef6bc21fed,1,18,5
2025-06-30 18:38:49.409724,user_10,114.120.67.120,login_success,category/blog,7bba0a50a0bb1cbe2fa7119ba3a36bce3e94a822,0,18,0
2025-07-13 23:11:56.912039,user_28,166.20.132.187,login_success,blog/posts/list,d4d2d4c473d7fbe083d4c776bc141eacd944cb7f,0,23,6
2025-07-14 14:46:55.996151,user_22,82.100.106.230,login_success,main/explore/posts,7524154e5a95a943f5e07159a14a0dc421e36950,0,14,0
2025-07-13 04:56:29.584417,user_25,116.202.156.240,login_failure,tag,2dbf6b2acdf24635e594467ee44875b2934dd2dc,1,4,6
2025-07-01 20:06:50.455226,user_20,155.144.95.81,login_failure,category/blog/wp-content,d87393183bfcb32ef1035b545a32e5af51ce0086,0,20,1
2025-07-07 02:52:08.759069,user_8,192.143.105.193,file_access,main/tag/search,668e37851e6c1f94c54ecded8b684e89953e05c0,0,2,0
2025-07-13 04:08:39.412984,user_26,7.184.214.178,login_success,categories/app/explore,530edf0682ee2b614fc57d1c1be3e1716d3a8b6f,0,4,6
2025-07-10 00:13:18.312148,user_6,189.147.240.87,login_failure,list/wp-content,79a4b322a54d3ea43389f8c0549a1d45977896f1,0,0,3
2025-07-08 05:36:03.809287,user_30,152.104.69.202,login_success,search/blog/app,5bc432c4ea0aa65992541adf09d52fb8125861c9,0,5,1
2025-07-13 07:31:51.572019,user_24,131.35.138.120,file_access,tag/list/search,66764df5b7b75035eae56be75f05af07fbbb127a,0,7,6
2025-07-09 04:53:28.769896,user_26,194.224.66.185,login_failure,search/posts/posts,e75fbae94b2587e09382c2b7a6bf9b55108c3253,0,4,2
2025-07-04 06:55:29.017603,user_2,34.133.230.71,file_access,app/category,7b8fec7389f11fd571d83ef925360eb6c3e2feff,0,6,4
2025-07-02 06:56:21.531296,user_27,154.151.154.72,privilege_escalation,blog,3a0be104599300e34dbd2e93c7b874e7815866b2,0,6,2
2025-07-12 02:40:44.514959,user_27,184.184.139.71,file_access,list/explore,a956e9f81015ca81165a1049e35f21791dfe4e9b,0,2,5
2025-07-11 17:13:57.370031,user_1,186.214.193.95,login_failure,explore/main,fbeb280e10618f3ebecb464425ee8ab0a72f62a4,0,17,4
2025-07-14 03:55:33.592501,user_9,203.229.188.194,file_access,category/posts/app,de08cf46938e47fb26bd26f16509c93c30486828,1,3,0
2025-07-08 10:09:01.878781,user_9,144.199.64.167,login_success,explore/main/wp-content,e526fa645c86643a2feaa5bf7dd11cead31a3cd2,0,10,1
2025-07-09 08:51:49.485309,user_22,215.21.112.169,config_change,posts/list/search,e21accc29d66fc373e80f56905c1ad91bd81eecc,0,8,2
2025-07-04 05:16:48.501325,user_1,66.97.174.250,login_success,main/wp-content,ffd6fb5476476598a15518d7c88433c0ae2cac6e,0,5,4
2025-07-08 11:09:05.087831,user_6,154.210.249.4,login_failure,main/category/main,e40703ed210e80ea7f3931fc410df1621b18243d,1,11,1
2025-06-30 03:29:12.307764,user_2,175.30.116.51,login_success,wp-content/tag,f3c233f77e551b319fe8288f6e1cf20e6ad39453,0,3,0
2025-07-07 19:42:59.756481,user_24,151.130.106.123,file_access,category/category/wp-content,f35cadaca343baaf723ee7badb2c928bbd1da55e,0,19,0
2025-07-09 06:43:20.989534,user_17,141.147.36.70,login_success,explore/app/category,4e0ab63ae96e3a6f24b5bf63037d98e0f8489f7b,0,6,2
2025-07-08 10:48:24.476322,user_7,214.161.8.126,login_success,tag,55b65218c01832a7538c6ee7cceb96e6aa000a73,0,10,1
2025-07-14 11:13:07.386459,user_1,212.161.72.175,login_failure,search/wp-content/tags,f717c219000903101f940eaa3a5c6ad472464368,0,11,0
2025-07-08 11:41:45.386977,user_22,102.243.164.87,login_failure,wp-content,d2dd5bc8d3e04f56726791a2dbc1da56f9995002,0,11,1
2025-07-10 20:08:54.196444,user_22,39.70.7.186,login_success,tag/category,b0c5235a7366467fb4df50e477d9bffc95aa0ccf,0,20,3
2025-07-10 13:30:58.924324,user_22,177.99.63.17,privilege_escalation,categories/tag/explore,38033af16d8993a2744fadcf88b5d1a4c685085f,0,13,3
2025-07-09 22:42:14.354897,user_22,166.210.4.73,file_access,blog/tag,cfde33cd99eb7291c626190db8515ef49f06c44c,1,22,2
2025-07-01 13:08:16.298443,user_10,178.26.17.162,login_failure,tags/categories/search,851a953bc6eaf201a589226f939656e9b28f4916,0,13,1
2025-07-01 03:24:47.286336,user_11,221.196.49.97,login_success,main/tags/list,48653f3de1f84c694fb68c68b499b875611dd9e8,0,3,1
2025-07-05 20:40:54.388245,user_5,115.167.232.225,login_success,category/blog,2ae7ce86b5018a5880cfd3d5d1742eaf422bbc93,0,20,5
2025-07-13 23:00:07.902834,user_13,187.250.70.33,login_failure,explore/app/posts,0f8d53db0a810580b4e9b45bf515d94859847e52,0,23,6
2025-07-11 19:56:44.993720,user_20,55.217.114.51,login_failure,app/explore/categories,940d7e77b05b59d3de99ff52a5abec542ec61233,0,19,4
2025-07-12 16:13:19.424934,user_27,155.17.101.189,login_success,app/search/search,7a7aa0a4ca29b263d193d9bcd2a6a431ef408fc1,0,16,5
2025-07-03 00:26:13.350363,user_14,223.110.24.119,file_access,tag,22c5fc52f611dd2360c136d0ca9b530ecd8cda64,0,0,3
2025-07-08 06:23:05.605613,user_11,145.212.15.199,login_failure,list/explore,562820bd0c3b2193beb7f38d5bc8b94880301542,0,6,1
2025-07-08 18:56:49.410557,user_7,200.26.226.72,login_failure,posts/search/wp-content,630a0c263bd1000bdf28ca43289c2b9883b502ab,0,18,1
2025-06-29 17:54:25.103067,user_26,168.179.185.87,login_failure,posts,3f937de5aefd43a91717ed401faa5ce5860722ae,0,17,6
2025-07-01 00:44:29.957239,user_10,65.246.73.51,login_failure,wp-content/tag/category,2f2fee2fe8814765ec8aa7e0dbeb82d2554e0f26,0,0,1
2025-07-12 21:42:43.471136,user_11,210.183.247.210,login_success,wp-content,07397c00bd6addc04f8572495f4b3057362ee5b9,0,21,5
2025-07-06 07:13:46.414732,user_8,49.106.34.10,login_failure,tag/tag,5ff44b44a4d17fc0d45eb7b3a407817cfcc809a9,0,7,6
2025-07-01 07:37:45.144772,user_7,221.193.218.61,login_success,blog/tag/blog,cffb9b32242790b557d00c9deba84eef0d670cf8,0,7,1
2025-06-29 18:28:34.463326,bad_actor_4,173.28.12.97,file_access,explore/posts,c29c82e007e96fe5cd842e69cc9cda981b755f35,1,18,6
2025-07-07 02:46:03.385883,user_29,128.126.165.147,login_failure,wp-content/category,2be0ad73b75972aba2d4946b2a03eb3ba430ef29,0,2,0
2025-06-30 17:39:21.843583,user_23,206.213.85.153,login_success,app/app/explore,156743c329c5bbea31bc1c6ec210371928b097cd,0,17,0
2025-07-10 07:07:42.654193,user_5,220.241.8.65,login_failure,search/category,0531327200b48915e4149e3b9d8b554ec492048f,0,7,3
2025-07-12 03:14:17.583341,bad_actor_1,30.185.29.33,login_success,main/list,4d19a4d339867148eee97a6b028f7c28efe4b817,1,3,5
2025-07-05 14:11:05.639130,user_23,210.132.70.231,login_failure,blog/wp-content,53ed4a72e005210d6e8bc6958ca478b7ef6660be,0,14,5
2025-07-07 14:43:35.847721,bad_actor_2,39.76.54.100,login_success,tag,674a0e3912db4d1c6a3dc4b20e84b0f5c7c31ba7,1,14,0
2025-07-01 04:43:06.668000,user_15,193.120.248.59,login_failure,wp-content/tags,4e87417acc75a86f795546725a5be1889a32405d,0,4,1
2025-07-06 14:43:55.176793,user_20,223.207.206.131,login_success,posts/tag/explore,e10da59574ef2a891e7723a835387dd6b17321c2,0,14,6
2025-07-12 14:50:15.949781,user_15,198.105.94.227,login_failure,search/tag/tag,d2be975940714656e6de2a4395e08b79f9441765,0,14,5
2025-07-07 06:21:00.603336,user_17,187.67.28.84,login_success,tag/app,365798ea732fc43966b35891acadb9e3c3c15d73,1,6,0
2025-07-08 21:06:42.871387,user_15,133.199.106.254,file_access,category/categories/explore,2e7a82fe8049c39bac4c6394f48509b1d003fe28,0,21,1
2025-07-04 11:27:30.684693,user_16,121.129.131.177,login_failure,categories/explore,6498537960258c60d3e19d06f76af4e5eab41338,0,11,4
2025-07-07 05:20:47.505945,user_27,173.43.45.48,login_failure,app,982283e29f4591c33a07daae8a4be5129035da37,0,5,0
2025-07-05 02:42:43.755753,user_17,172.168.163.151,login_failure,category/posts,c41c30ca7be8999d33dfa57917dd396283a4cddf,0,2,5
2025-06-30 15:26:13.763146,user_15,26.181.114.141,login_success,blog,606d0690598d668dfb283bf29d9e4fa253655e62,0,15,0
2025-07-04 15:43:09.198735,user_9,137.159.183.115,login_success,tags/explore/search,81112def226342581b4b8f13800a6d843aef8f0b,0,15,4
2025-07-04 07:09:30.126091,user_3,210.182.4.166,login_success,tags/search,14b513bda79fcbf902a4fa4e62cecd3f12028e2e,0,7,4
2025-07-09 08:16:40.167670,user_23,193.47.217.17,login_success,categories/app,2d76bb18fbca633fcb4b90f547015f8d918adb03,0,8,2
2025-07-02 12:49:50.782829,user_14,99.227.226.2,login_success,wp-content,5d771145e624c6ef239b620f981eed8d282bc068,0,12,2
2025-07-09 14:00:12.291633,user_14,34.106.116.112,login_success,main/category/main,525dfd7e2750f07352bdc7a9910bd2bb39288a25,0,14,2
2025-07-10 11:20:05.165156,user_13,194.169.131.25,privilege_escalation,categories,ffe36f94ca19fb1e4438d1e0b6a480bc12f95c76,0,11,3
2025-07-08 19:31:23.667075,user_23,222.54.224.53,login_success,posts/wp-content/wp-content,9eb4dfcc44f2f38b1e6dfbaa1ae21fd9dba92e30,0,19,1
2025-07-05 04:07:53.881860,user_19,170.198.172.45,login_success,explore/tag/search,21e307747a737ca2b1bd5a9c78296df599646630,0,4,5
2025-07-11 21:47:23.046497,bad_actor_3,213.47.148.159,login_failure,main/search/tags,9278020e0a1f60811100034391e77d9b3cb13003,1,21,4
2025-07-03 22:19:53.666221,user_29,196.127.171.135,config_change,category,ed24dd1ee0fac1c935307ad784ceb315cdcbbd65,0,22,3
2025-07-01 00:43:32.786278,user_24,221.255.198.118,login_failure,tags,0657d0434eea9ced54e62716ba9d75abc3dab8b6,0,0,1
2025-07-07 04:25:53.220642,user_29,118.87.224.28,login_success,categories,081a5d8a2983e24c7d1a313546199a067f3ccf13,0,4,0
2025-07-13 14:48:22.372556,user_14,148.101.85.56,login_failure,tags/posts/main,08b27352a5fcde4765f7edc12ad3d1d6619a6fb3,0,14,6
2025-07-11 00:53:30.136576,user_22,180.112.253.94,login_failure,tag/app,6554d00dba714eae09a0ed45788f1835a8654a55,0,0,4
2025-07-07 21:16:42.302095,user_6,137.145.186.190,file_access,tags/tag/posts,38317b757120c19f6e14d9e512b3ef57cfcf4330,0,21,0
2025-07-09 05:43:53.444896,user_20,90.222.107.243,login_failure,tag/main/list,aee5e636a325b5b8e498ecdfe126623d030a844f,0,5,2
2025-07-10 10:23:05.448819,user_19,47.123.234.18,login_failure,tag/tags,4a87c13b49477d27836c32f89ec07229ae6e654d,0,10,3
2025-07-07 12:09:47.986751,bad_actor_4,133.122.178.243,login_failure,app/categories,aa59654b4b063e53ce7434418824f3f16487e36e,1,12,0
