timestamp,user,ip_address,event_type,resource
2025-06-30T01:01:38.388327,user_11,71.76.54.100,login_success,categories/list/category
2025-07-07T15:07:04.320953,user_17,193.120.248.59,login_success,wp-content
2025-06-30T13:24:35.815714,user_19,36.210.150.139,login_success,list
2025-07-04T03:08:36.664423,user_2,195.203.173.209,login_failure,explore/categories/tags
2025-07-06T02:05:21.226157,user_1,222.18.137.123,login_failure,tags
2025-07-03T08:27:22.650732,user_18,160.230.20.188,login_failure,categories/search
2025-07-03T11:57:01.367356,user_7,101.146.251.194,login_success,list
2025-07-09T16:23:29.043967,user_3,56.155.92.103,privilege_escalation,categories/explore
2025-07-07T19:16:22.674944,user_11,121.129.131.177,login_failure,tags/categories
2025-07-11T02:02:29.177091,user_4,149.250.226.108,login_failure,main/tags/app
2025-07-07T08:00:18.728803,user_10,181.20.114.239,login_failure,category/search
2025-07-02T20:25:06.138833,user_14,177.172.250.113,login_success,tags/app/main
2025-07-06T21:28:40.630913,user_10,137.159.183.115,login_failure,app/tags
2025-07-10T11:17:24.405754,user_7,175.145.93.111,login_success,posts
2025-07-07T08:26:29.882625,user_13,110.6.224.225,login_failure,posts/posts/blog
2025-07-09T03:41:11.828871,user_6,198.2.253.145,login_failure,blog/categories/app
2025-07-01T08:27:11.426803,user_10,99.227.226.2,login_success,search
2025-07-11T17:15:10.700949,user_1,70.121.23.26,login_success,posts/list/list
2025-06-27T06:51:01.750095,user_7,170.134.49.184,login_success,category/main/posts
2025-07-08T06:51:23.766595,user_19,34.203.219.87,login_failure,category/blog
2025-07-11T06:18:47.830018,user_11,222.93.158.45,login_success,blog
2025-06-30T07:21:43.372430,user_15,170.198.172.45,login_failure,blog/categories
2025-07-03T07:52:35.234948,user_17,166.178.213.176,login_success,search
2025-07-08T17:42:52.954500,user_6,17.171.116.249,login_failure,tag/category/explore
2025-07-07T09:21:56.666346,user_10,192.94.71.207,login_failure,wp-content
2025-06-30T19:27:58.524270,user_20,221.255.198.118,login_success,search
2025-07-08T23:16:28.419589,user_8,169.106.54.175,login_failure,categories
2025-07-04T05:59:02.220642,user_8,113.78.65.128,file_access,wp-content/search
2025-06-28T04:55:52.729213,user_5,200.149.141.243,login_success,app
2025-07-01T00:32:16.698918,user_8,180.112.253.94,config_change,tag/tags/list
2025-06-27T00:06:10.034845,user_20,29.139.77.146,file_access,category
2025-06-30T06:48:42.733727,user_3,90.222.107.243,login_success,posts/tag/main
2025-07-10T07:06:51.363818,user_19,205.239.125.66,login_success,main/tag/tags
2025-06-30T07:51:52.253493,user_13,133.122.178.243,login_success,explore/app/categories
2025-07-04T07:53:57.694767,user_8,207.31.166.52,login_success,app/category
2025-07-02T07:39:00.893683,user_1,210.41.114.168,file_access,wp-content/tags
2025-06-28T06:34:49.372280,user_4,203.106.143.248,login_failure,app
2025-07-02T00:05:20.563764,user_8,162.205.42.64,login_success,tag/blog/tags
2025-07-08T21:24:01.995675,user_17,61.74.159.73,login_success,category
2025-06-29T17:50:02.926716,user_18,26.25.92.101,login_success,categories/explore
2025-07-04T20:45:08.784160,user_4,140.59.9.229,login_success,category/posts
2025-07-09T16:56:55.567093,user_15,151.141.160.73,login_failure,list/blog
2025-07-10T03:19:51.193462,user_18,139.244.208.48,login_failure,blog/category
2025-07-08T16:17:09.980968,user_15,166.202.192.40,login_failure,categories
2025-07-05T18:08:40.475284,user_17,52.142.186.100,login_success,main
2025-07-01T15:18:45.197323,user_18,155.69.124.91,login_success,explore
2025-07-03T09:04:06.261907,user_6,150.144.84.236,login_failure,explore/search/explore
2025-07-10T22:30:25.074670,user_16,57.255.89.49,login_success,categories/blog
2025-06-29T02:51:23.797658,user_8,92.11.6.8,file_access,wp-content
2025-06-27T17:27:55.438529,user_9,220.64.87.220,login_failure,app/main/tag
2025-07-02T06:48:31.001785,user_17,162.51.255.200,login_success,category/search/search
2025-07-11T03:02:54.987736,user_8,63.240.86.22,login_success,category/categories/search
2025-06-30T14:57:56.543397,user_3,146.70.228.58,login_failure,list/tag/main
2025-07-09T12:16:43.872338,user_8,156.124.179.163,login_success,list
2025-07-11T05:35:00.362327,user_11,178.19.251.29,file_access,categories/list/list
2025-07-07T09:30:45.598793,user_3,201.114.43.1,login_success,wp-content/explore/posts
2025-06-30T06:29:11.094836,user_8,151.156.61.151,login_success,posts/categories
2025-07-05T21:33:46.077956,user_5,89.123.115.248,login_failure,blog/categories/posts
2025-07-09T01:39:48.861763,user_3,84.74.46.108,login_success,app/tag/categories
2025-06-28T15:27:42.655525,user_11,200.186.84.139,login_failure,categories
2025-07-04T06:17:32.467238,user_14,20.229.128.177,login_success,main/search
2025-07-07T08:37:15.443758,user_14,175.34.221.143,login_success,category
2025-06-29T15:55:48.287650,user_19,217.176.189.56,privilege_escalation,categories/categories/wp-content
2025-07-10T20:14:23.656278,user_1,85.155.143.47,file_access,app/list/app
2025-07-10T22:44:17.722746,user_19,214.190.241.55,login_success,category/tags/tag
2025-07-06T03:02:25.557346,user_1,185.170.193.71,privilege_escalation,wp-content/posts
2025-07-02T19:27:16.914661,user_10,131.213.157.126,login_failure,tags
2025-07-02T22:53:06.783093,user_14,137.49.222.41,login_failure,list/search
2025-07-11T12:56:59.286829,user_18,173.66.243.199,login_failure,categories/main
2025-06-30T08:17:13.267774,user_8,107.247.121.202,login_success,main
2025-06-27T11:28:45.458173,user_9,166.176.174.14,login_success,wp-content
2025-07-08T22:06:48.288985,user_1,203.176.152.247,login_success,tags
2025-07-11T15:48:37.356780,user_13,147.191.32.146,login_failure,app/explore
2025-07-04T07:13:17.024079,user_15,86.149.213.78,privilege_escalation,app
2025-06-30T22:32:58.814532,user_20,197.225.225.133,login_failure,categories/list
2025-07-03T04:23:43.389074,user_13,188.231.117.23,login_failure,app/app
2025-07-05T03:30:55.657255,user_1,178.90.95.64,login_success,categories/posts
2025-06-30T21:57:38.998201,user_14,200.121.169.152,login_success,main
2025-07-02T15:04:00.211696,user_15,187.179.12.34,login_success,search
2025-07-05T18:08:52.984706,user_9,130.230.64.13,login_success,wp-content
2025-07-07T10:09:16.032837,user_7,180.196.31.53,login_success,list/main/explore
2025-07-01T11:55:55.921160,user_11,172.204.154.159,login_failure,category/posts/categories
2025-07-07T08:24:27.789140,user_13,129.16.148.118,login_success,search/main
2025-07-02T23:12:57.189184,user_14,160.109.37.145,login_success,tag/explore/posts
2025-07-08T08:40:46.984623,user_3,209.164.179.149,login_success,tag/categories/blog
2025-07-08T08:07:10.544265,user_18,143.128.38.3,login_success,posts
2025-07-10T22:36:54.901336,user_12,92.57.249.213,login_success,tag/category
2025-06-29T18:39:44.620782,user_3,195.226.236.138,login_failure,blog/blog/categories
2025-07-05T03:10:50.257690,user_2,220.14.242.212,login_failure,explore/tag
2025-07-04T17:11:13.675687,user_8,216.117.167.172,login_success,tag/explore/search
2025-07-01T04:43:15.912903,user_1,163.81.2.133,login_failure,blog/search/category
2025-07-10T17:23:36.685703,user_8,211.230.100.133,login_success,blog/category/explore
2025-07-08T23:52:38.188329,user_4,108.154.34.68,login_failure,app/explore/tags
2025-07-07T22:18:11.695635,user_7,81.90.61.9,login_success,blog/main/tags
2025-07-05T12:31:13.326148,user_9,78.113.103.126,login_failure,wp-content/main/search
2025-07-03T19:19:36.463517,user_6,194.5.78.72,login_failure,explore/main/tags
2025-07-09T22:17:40.104570,user_4,140.195.226.248,login_failure,search/tags
2025-07-10T08:07:07.298521,user_6,46.220.178.27,config_change,blog/list/app
2025-07-10T12:59:27.262829,user_4,170.180.1.244,login_failure,categories
2025-07-08T12:55:37.976319,user_10,1.148.53.3,login_failure,app
2025-07-01T04:40:57.305018,user_13,218.184.170.63,login_success,tag/tags
2025-07-04T14:00:57.821147,user_7,30.250.6.179,login_success,wp-content/main
2025-06-29T03:45:33.564251,user_8,181.245.87.193,login_success,explore
2025-07-01T18:37:18.384411,user_10,182.46.96.150,file_access,posts
2025-07-09T13:28:26.869538,user_20,165.63.48.7,file_access,categories
2025-07-06T18:11:36.586019,user_19,9.232.233.186,login_failure,explore/app
2025-07-02T11:20:53.410316,user_12,165.70.37.46,login_failure,categories/categories
2025-06-30T15:25:13.883457,user_12,177.252.236.41,login_success,main/search/category
2025-07-04T06:10:07.530725,user_11,194.120.59.213,login_success,list/search/tags
2025-06-30T00:08:51.666812,user_14,123.163.203.219,file_access,explore/category/blog
2025-07-10T09:52:05.767215,user_4,194.223.167.75,login_success,list
2025-07-08T00:58:03.456443,user_12,55.39.123.184,login_failure,posts
2025-06-28T09:39:23.593832,user_15,196.207.2.47,login_failure,categories/main/list
2025-07-03T08:19:26.356247,user_14,223.164.122.143,login_success,blog
2025-07-03T09:38:06.569075,user_17,123.82.202.30,config_change,categories/categories
2025-07-06T19:27:27.955047,user_9,188.171.156.161,login_failure,posts/blog
2025-07-05T09:27:12.399517,user_18,113.5.41.29,login_failure,explore/explore/app
2025-07-10T17:25:14.129110,user_15,106.225.52.24,login_success,list
2025-07-11T09:27:40.937262,user_19,199.191.185.87,login_success,tag/explore
2025-07-02T09:09:36.269121,user_8,40.130.231.170,file_access,list/main/explore
2025-07-02T14:45:44.986792,user_3,46.64.142.118,login_success,app
2025-07-11T09:31:04.924752,user_15,189.146.116.242,login_success,category/wp-content/tag
2025-06-29T01:06:18.299672,user_15,1.57.198.197,login_failure,list
2025-07-03T00:11:16.815645,user_13,68.78.126.132,login_success,posts
2025-06-27T05:20:55.853378,user_16,200.49.216.52,file_access,explore
2025-06-27T09:11:11.802153,user_6,141.231.189.25,login_success,wp-content
2025-07-04T06:39:50.020227,user_12,148.104.235.9,login_failure,tags/blog/search
2025-07-01T05:53:47.707947,user_11,8.226.89.7,login_success,search/app
2025-07-10T22:43:43.250515,user_20,197.181.116.17,login_failure,tag/explore/explore
2025-07-06T18:56:40.912071,user_9,221.82.136.10,login_failure,main/category
2025-07-08T00:51:04.262021,user_17,142.108.11.138,privilege_escalation,list/main
2025-07-03T15:57:01.606710,user_3,58.168.16.155,login_success,categories/category/search
2025-07-01T16:09:21.839737,user_14,3.123.251.189,login_success,blog
2025-07-07T14:06:42.787150,user_8,88.35.133.39,login_failure,tags/app/app
2025-07-08T18:56:08.200734,user_16,203.183.142.101,login_success,wp-content/list
2025-07-01T06:24:32.681218,user_1,76.41.89.35,login_success,main/explore/tag
2025-06-30T08:35:41.763672,user_8,202.203.19.91,login_success,blog
2025-07-01T13:02:34.051440,user_8,150.254.27.207,login_success,search/categories
2025-07-04T04:16:52.371859,user_19,31.6.16.198,login_success,list/category
2025-07-02T22:16:34.501070,user_18,192.210.173.152,login_failure,category
2025-07-05T00:27:12.786351,user_14,207.87.51.44,config_change,main/search
2025-07-02T10:00:13.348064,user_18,126.172.213.57,login_success,posts/tag
2025-07-07T13:44:32.098530,user_15,213.98.43.134,login_success,posts/wp-content/blog
2025-07-04T01:03:18.952345,user_9,198.71.132.136,login_success,app/list/explore
2025-07-06T17:49:08.344238,user_7,115.179.243.128,login_success,explore
2025-06-28T23:37:55.421818,user_18,55.226.133.47,config_change,posts
2025-07-06T06:50:37.254922,user_6,197.243.144.25,login_success,app
2025-07-04T16:51:28.380577,user_16,145.149.90.45,login_success,explore/app/posts
2025-07-06T19:54:47.705946,user_19,70.42.1.187,config_change,main/wp-content/categories
2025-07-08T22:44:18.850364,user_17,161.67.169.175,login_failure,explore/tag
2025-06-30T08:48:58.430874,user_4,210.148.105.239,file_access,explore/tags/app
2025-07-02T19:09:41.674343,user_10,177.203.177.141,login_success,app/wp-content/tag
2025-07-03T05:28:07.908955,user_6,179.13.52.66,login_success,explore/wp-content/list
2025-07-07T02:29:05.875337,user_18,209.125.111.134,login_success,list
2025-07-10T14:28:18.913865,user_2,204.67.98.2,config_change,tag
2025-06-26T22:53:53.891369,user_18,57.125.174.148,login_success,category
2025-06-29T03:44:36.524926,user_5,56.231.241.28,login_failure,list/search/posts
2025-06-28T19:38:36.970129,user_16,203.216.138.63,login_success,main
2025-07-03T06:36:47.375685,user_1,99.44.114.165,login_failure,app/search
2025-07-11T14:35:32.298472,user_16,152.6.254.242,login_success,wp-content/tags
2025-07-02T10:05:15.236744,user_11,215.226.234.166,login_success,app/search/category
2025-07-08T11:27:42.805304,user_2,52.68.116.199,login_success,main/app
2025-07-01T08:14:15.621857,user_16,161.162.189.105,login_success,main
2025-06-29T12:43:20.751452,user_3,189.14.178.168,login_success,app
2025-06-28T01:31:27.019181,user_3,218.97.187.180,login_failure,app/category
2025-07-08T09:45:44.160889,user_2,196.248.145.126,login_success,categories/blog/wp-content
2025-06-30T18:04:19.976735,user_19,132.12.145.172,privilege_escalation,categories
2025-06-30T20:36:27.585597,user_3,132.236.71.150,config_change,search/wp-content
2025-07-06T02:16:24.659348,user_4,207.169.179.92,login_failure,wp-content
2025-07-01T06:56:17.762494,user_14,152.80.29.244,login_failure,tag/tag
