timestamp,user,ip_address,event_type,resource,failed_logins_last_1h,event_hour,label
2025-07-04T01:53:38.341841,user_11,35.230.186.146,login_success,search/app/tag,1,1,0
2025-07-13T10:03:30.721558,user_2,210.144.69.234,privilege_escalation,main,2,10,0
2025-07-08T13:17:30.497959,user_2,192.243.174.234,login_success,posts,0,13,0
2025-07-03T07:43:00.090734,user_13,210.159.155.170,privilege_escalation,tags/categories,3,7,0
2025-07-04T08:58:20.320386,user_7,148.27.150.166,login_success,category,0,8,0
2025-07-05T13:33:43.457442,user_7,10.0.0.146,anomaly_event,tags,6,13,1
2025-07-08T22:41:47.395119,user_13,198.50.37.130,login_failure,wp-content/search/explore,0,22,0
2025-07-12T20:11:24.969098,user_15,101.80.196.49,config_change,list/blog,0,20,0
2025-07-08T19:16:59.384381,user_5,206.101.32.175,login_success,main/list/search,3,19,0
2025-07-12T23:22:32.668279,user_18,206.45.196.230,login_success,tags/blog,0,23,0
2025-07-02T16:22:27.116776,user_19,192.47.162.13,login_failure,list/list,2,16,0
2025-07-01T00:18:23.814156,user_19,160.180.148.82,login_success,tag,2,0,0
2025-07-11T04:40:55.513033,user_8,198.169.93.111,login_success,tag/blog/categories,1,4,0
2025-07-01T07:21:13.549244,user_3,172.16.0.131,anomaly_event,main/search,2,7,1
2025-07-13T02:42:45.009410,user_4,5.174.60.155,file_access,wp-content/main/posts,1,2,0
2025-07-12T21:22:03.573081,user_6,173.79.33.157,login_success,wp-content,2,21,0
2025-07-14T06:30:48.018678,user_14,16.203.12.199,file_access,explore,1,6,0
2025-07-13T11:53:40.534633,user_13,163.248.126.54,login_failure,main/blog,0,11,0
2025-07-05T08:47:39.072486,user_15,23.30.45.80,login_success,tags,0,8,0
2025-07-04T20:57:22.318082,user_18,76.92.61.13,login_failure,search/list,0,20,0
2025-07-14T03:09:33.278847,user_1,153.148.84.167,config_change,explore/categories/explore,0,3,0
2025-07-01T08:36:07.910399,user_4,144.253.102.161,login_failure,main,4,8,0
2025-07-08T13:50:41.346464,user_18,186.9.165.3,login_failure,tags/categories,0,13,0
2025-07-05T09:44:58.281615,user_11,209.107.157.77,file_access,tag/categories/posts,3,9,0
2025-07-09T22:20:51.862401,user_14,203.89.56.114,login_success,tag/explore,0,22,0
2025-07-13T10:33:24.029659,user_1,211.252.238.58,login_success,list/categories/blog,0,10,0
2025-07-04T12:30:18.044695,user_17,10.0.0.225,anomaly_event,blog/wp-content/categories,5,12,1
2025-07-05T17:15:58.418710,user_17,107.92.232.132,file_access,posts/tags,1,17,0
2025-07-04T11:05:20.001739,user_17,10.0.0.223,anomaly_event,main/categories/tags,5,11,1
2025-07-04T15:44:48.979011,user_5,46.96.131.63,login_failure,wp-content,1,15,0
2025-06-29T23:52:20.302494,user_6,8.74.147.123,login_success,category/tags,0,23,0
2025-07-02T13:04:33.066815,user_17,220.201.244.204,login_failure,wp-content,2,13,0
2025-07-09T11:15:36.182401,user_1,172.16.0.83,anomaly_event,blog,4,11,1
2025-07-03T08:47:25.970439,user_12,123.183.150.223,login_success,categories/categories/search,1,8,0
2025-07-10T22:58:09.017568,user_10,189.167.220.59,config_change,tag/main/list,0,22,0
2025-07-06T09:06:15.405392,user_8,24.223.188.12,login_success,tag/wp-content/tag,0,9,0
2025-07-10T07:57:19.141944,user_3,109.29.135.198,config_change,app/main/category,1,7,0
2025-07-01T22:05:20.625484,user_16,90.22.27.174,login_success,categories/category,0,22,0
2025-07-02T17:32:22.368811,user_18,129.64.2.241,privilege_escalation,category/app/category,2,17,0
2025-07-10T22:19:48.762077,user_5,183.14.167.41,file_access,wp-content/tag,2,22,0
2025-06-30T01:31:41.166651,user_18,188.240.41.131,login_failure,main/tag/main,1,1,0
2025-07-08T23:05:30.021422,user_17,4.55.129.71,login_success,list,2,23,0
2025-07-06T01:22:47.149481,user_14,144.166.102.169,config_change,search/tag,0,1,0
2025-07-04T16:34:45.710304,user_10,167.134.96.118,anomaly_event,explore,4,16,1
2025-07-07T17:16:12.086107,user_12,132.100.62.78,login_success,app/app/wp-content,2,17,0
2025-07-12T05:12:05.584785,user_17,212.10.0.146,login_success,blog/categories,1,5,0
2025-07-02T21:32:47.045015,user_8,219.205.253.64,login_failure,posts,1,21,0
2025-07-08T17:41:17.752083,user_11,202.83.217.28,login_success,main/app,1,17,0
2025-07-04T07:23:01.588736,user_18,197.128.80.119,login_success,explore/wp-content,1,7,0
2025-07-08T12:14:03.828180,user_8,217.166.144.184,login_success,tags/main/explore,0,12,0
2025-07-11T08:49:40.408884,user_2,187.219.183.119,login_success,blog,0,8,0
2025-07-09T08:11:41.057258,user_2,31.175.187.125,login_success,categories,2,8,0
2025-07-14T00:57:45.687110,user_3,197.214.197.233,config_change,main/wp-content/categories,2,0,0
2025-07-09T09:14:37.808566,user_9,195.239.25.248,login_failure,tag/blog,1,9,0
2025-07-03T15:42:05.617312,user_7,18.197.241.68,login_failure,list/wp-content,0,15,0
2025-07-06T14:22:27.172718,user_19,201.88.120.91,login_failure,tags,3,14,0
2025-07-12T09:25:19.875861,user_8,125.107.87.60,login_failure,category/list,0,9,0
2025-07-10T03:30:19.140430,user_14,182.29.34.94,file_access,search,4,3,0
2025-07-10T10:18:21.764679,user_4,183.176.187.209,login_success,tag/blog/tag,0,10,0
2025-06-29T21:17:12.264116,user_12,143.146.79.208,login_failure,tags/category,0,21,0
2025-07-07T22:19:45.949693,user_15,149.43.175.70,login_success,blog/search,2,22,0
2025-07-03T09:35:04.164356,user_2,52.49.240.1,config_change,explore,0,9,0
2025-07-07T15:59:24.699137,user_4,214.236.159.123,login_failure,tag/blog/explore,1,15,0
2025-07-07T11:56:54.382365,user_11,173.99.99.97,login_success,wp-content/wp-content,0,11,0
2025-06-29T20:10:21.283964,user_4,209.116.221.87,privilege_escalation,blog,2,20,0
2025-07-04T00:14:54.091340,user_7,63.106.142.124,login_success,app,0,0,0
2025-07-08T05:44:32.228636,user_5,149.206.32.71,login_failure,app,1,5,0
2025-07-03T09:58:16.994079,user_9,132.46.150.56,login_success,tag/categories,0,9,0
2025-07-09T22:12:05.519660,user_3,83.114.10.135,login_failure,search,3,22,0
2025-07-01T09:43:18.224626,user_18,183.56.212.57,login_success,category/list/search,1,9,0
2025-07-08T10:56:53.579782,user_18,131.218.208.52,login_success,explore/main/posts,0,10,0
2025-07-09T00:15:52.479407,user_3,181.6.156.152,privilege_escalation,wp-content,0,0,0
2025-07-07T21:47:46.950269,user_14,206.84.127.192,anomaly_event,search,9,21,1
2025-07-03T22:47:48.936913,user_7,190.135.108.180,login_failure,list,0,22,0
2025-07-03T03:06:42.252783,user_2,163.42.68.123,config_change,main/wp-content,1,3,0
2025-07-01T20:42:55.263794,user_1,161.36.126.164,login_success,wp-content,0,20,0
2025-07-11T12:25:31.621837,user_10,172.16.0.238,anomaly_event,category/search/categories,7,12,1
2025-07-06T04:40:20.487189,user_18,221.211.45.199,login_success,search/search/main,4,4,0
2025-07-14T01:22:01.788442,user_16,204.42.124.151,login_failure,posts/categories/posts,0,1,0
2025-07-02T06:08:52.183408,user_10,201.28.213.19,login_success,posts,1,6,0
2025-07-06T03:59:51.943252,user_2,175.225.74.103,login_success,category/search,0,3,0
2025-07-01T04:44:06.450419,user_18,99.246.184.118,login_failure,tags/category,0,4,0
2025-07-11T00:51:32.704587,user_11,122.132.33.146,login_success,search/explore,2,0,0
2025-07-05T16:34:55.873873,user_19,193.0.150.223,login_success,list/tag/app,1,16,0
2025-07-07T09:43:02.452629,user_17,195.196.166.98,login_failure,search,2,9,0
2025-07-03T15:13:09.884802,user_17,3.192.161.129,login_success,tag/app/tags,2,15,0
2025-07-11T14:49:55.598324,user_6,208.112.5.110,login_success,category/wp-content/list,2,14,0
2025-07-01T07:55:30.608804,user_3,41.218.169.179,login_success,explore/search,0,7,0
2025-07-10T05:01:38.472384,user_8,167.142.54.84,login_failure,tags,4,5,0
2025-07-07T21:32:04.539637,user_19,136.188.141.124,login_success,category,2,21,0
2025-07-11T05:14:31.971949,user_20,145.25.91.90,login_success,category,3,5,0
2025-07-10T12:27:27.073467,user_3,207.234.200.142,login_success,tags,1,12,0
2025-07-07T16:58:05.428704,user_19,152.36.53.165,login_success,explore/list,1,16,0
2025-07-14T08:09:28.922207,user_11,46.242.175.225,login_failure,app/blog,1,8,0
2025-07-10T04:57:40.333808,user_8,10.0.0.53,anomaly_event,explore/search/main,3,4,1
2025-07-12T07:17:36.092351,user_5,61.62.79.69,login_success,explore,0,7,0
2025-07-01T18:58:30.419093,user_10,198.147.39.241,login_failure,posts/search,1,18,0
2025-07-08T23:27:09.183077,user_3,186.131.155.249,login_failure,list/category/search,0,23,0
2025-07-10T09:49:02.783089,user_20,160.147.10.239,login_success,app/tags/explore,2,9,0
2025-07-14T14:09:08.996151,user_17,202.51.117.175,anomaly_event,main/search,3,14,1
2025-06-30T01:30:00.635219,user_12,164.177.162.105,login_success,category/main,1,1,0
2025-07-07T14:17:56.548321,user_8,200.184.96.213,config_change,wp-content,3,14,0
2025-06-30T19:30:27.982455,user_6,183.180.224.174,login_success,list/main,0,19,0
2025-07-06T13:05:35.287708,user_18,128.153.247.172,login_success,list/blog,1,13,0
2025-07-01T23:57:01.406205,user_20,175.50.85.125,file_access,explore/blog/tag,1,23,0
2025-07-04T03:50:34.685018,user_18,172.19.105.180,anomaly_event,search/blog/app,5,3,1
2025-07-12T01:53:33.679695,user_4,131.35.138.120,login_success,blog/posts/list,0,1,0
2025-07-11T06:20:45.309566,user_4,10.180.99.105,anomaly_event,posts/posts/blog,6,6,1
2025-07-01T16:19:10.893088,user_5,4.80.188.200,file_access,posts/app,3,16,0
2025-07-05T02:25:45.158005,user_20,82.227.22.247,login_success,blog/wp-content,1,2,0
2025-07-01T14:39:24.097880,user_11,197.118.163.91,login_success,categories/search/main,0,14,0
2025-07-13T08:08:12.443786,user_9,175.46.57.143,login_success,list/posts/tag,1,8,0
2025-06-30T18:11:12.971735,user_9,28.183.152.78,login_failure,category/posts/app,0,18,0
2025-07-07T16:14:42.711517,user_14,172.24.99.160,anomaly_event,list,2,16,1
2025-07-03T03:15:18.185266,user_2,52.254.14.10,privilege_escalation,wp-content/app/posts,2,3,0
2025-07-13T06:27:31.379403,user_5,179.187.207.45,login_success,app,0,6,0
2025-07-13T19:43:59.946615,user_9,172.78.221.9,login_failure,search,1,19,0
2025-07-12T22:29:33.063853,user_15,117.239.169.197,login_success,explore/blog/categories,0,22,0
2025-07-08T10:31:18.087831,user_14,221.70.187.235,login_failure,main/tag/category,1,10,0
2025-07-13T21:37:36.896894,user_4,45.231.191.27,login_failure,tag/wp-content,2,21,0
2025-07-05T01:38:46.106230,user_5,219.122.65.147,login_success,categories,1,1,0
2025-07-03T18:23:47.347357,user_12,15.163.66.220,login_failure,list,2,18,0
2025-07-02T19:26:14.136789,user_5,204.43.189.117,login_failure,tag,0,19,0
2025-07-03T06:45:50.290725,user_2,22.145.11.72,login_success,blog,0,6,0
2025-07-02T17:39:20.951969,user_2,23.116.185.165,login_success,posts/posts,1,17,0
2025-07-08T13:37:57.199186,user_7,162.80.164.87,config_change,blog,2,13,0
2025-07-03T09:18:52.838960,user_4,65.166.97.204,login_failure,app,1,9,0
2025-07-05T00:02:46.993865,user_18,33.2.142.171,login_success,category,1,0,0
2025-06-30T09:56:34.127148,user_14,211.163.3.221,config_change,app/tag/category,1,9,0
2025-07-08T12:47:56.159157,user_6,195.52.222.148,anomaly_event,tags/app,5,12,1
2025-07-14T14:34:13.434596,user_1,172.16.0.46,anomaly_event,main,2,14,1
2025-07-04T11:02:21.918391,user_11,81.153.220.179,login_success,tags/categories/search,1,11,0
2025-07-14T13:08:42.571596,user_14,221.196.49.97,file_access,explore,0,13,0
2025-07-01T08:16:05.637869,user_8,200.220.47.1,privilege_escalation,tag/wp-content,1,8,0
2025-07-04T17:05:40.378010,user_4,134.21.226.235,login_success,tag/tags,1,17,0
2025-07-05T05:49:39.126372,user_2,62.90.103.180,login_success,main,0,5,0
2025-07-12T02:31:01.367463,user_8,117.246.92.140,config_change,blog,3,2,0
2025-06-30T12:40:20.347450,user_15,204.250.84.101,login_success,category/tags,1,12,0
2025-07-10T21:10:53.388326,user_8,217.52.66.149,login_success,search/main/categories,0,21,0
2025-07-01T22:46:55.307912,user_7,134.237.12.204,login_success,list/category,3,22,0
2025-07-11T01:37:01.898990,user_9,221.187.73.241,login_success,explore/posts/tags,1,1,0
2025-07-09T06:27:03.116323,user_9,49.29.221.16,config_change,wp-content,0,6,0
2025-07-03T17:27:23.423772,user_17,168.179.185.87,login_success,wp-content,2,17,0
2025-07-12T16:13:47.067671,user_18,200.71.65.102,login_success,explore,2,16,0
2025-07-09T03:01:15.928401,user_1,77.196.188.180,login_success,tag/category,3,3,0
2025-07-05T04:17:53.807850,user_9,210.183.247.210,login_success,wp-content,1,4,0
2025-07-01T23:44:48.226651,user_9,210.156.80.220,login_success,tag/tag,0,23,0
2025-07-08T17:37:35.505644,user_20,135.72.201.57,login_success,tag/search,1,17,0
2025-07-09T19:20:03.186169,user_11,185.222.146.88,login_success,search,0,19,0
2025-07-05T13:22:26.361330,user_17,214.138.162.94,login_success,explore/posts,3,13,0
2025-07-11T02:10:37.520907,user_19,128.126.165.147,login_success,blog/wp-content,1,2,0
2025-07-05T07:57:13.849647,user_2,219.85.86.101,login_success,categories,0,7,0
2025-07-12T13:18:51.613181,user_1,119.91.39.69,file_access,tag,3,13,0
2025-07-08T06:21:08.872315,user_18,221.93.191.184,login_failure,main/app,0,6,0
2025-07-04T11:59:44.560561,user_7,219.148.76.25,login_failure,categories,1,11,0
2025-07-12T07:05:36.730320,user_3,118.104.62.16,login_success,app/list/blog,1,7,0
2025-07-02T22:50:42.388327,user_4,10.0.0.236,anomaly_event,blog/posts,4,22,1
2025-07-11T20:29:32.959452,user_10,80.97.200.138,file_access,wp-content,2,20,0
2025-07-08T15:56:34.084914,user_14,223.207.206.131,login_failure,posts/posts,0,15,0
2025-07-06T08:41:06.213066,user_10,201.74.247.25,login_success,search/tag/tag,1,8,0
2025-07-09T02:22:40.115553,user_7,187.67.28.84,login_failure,app/tag/app,2,2,0
2025-07-05T03:49:28.928939,user_13,133.199.106.254,login_success,tags/category/categories,0,3,0
2025-07-13T22:36:08.993833,user_6,197.204.134.253,login_failure,tags/search/tag,2,22,0
2025-07-01T21:23:20.955398,user_10,122.191.92.77,login_failure,main/tags/app,4,21,0
2025-07-10T05:49:22.728803,user_1,181.20.114.239,login_success,category/search,0,5,0
2025-07-05T18:14:10.138833,user_7,177.172.250.113,login_success,tags/app/main,2,18,0
2025-07-09T19:17:44.630913,user_19,137.159.183.115,login_success,app/tags,1,19,0
2025-07-13T09:06:28.405754,user_11,175.145.93.111,login_failure,posts,1,9,0
2025-07-10T06:15:33.882625,user_15,110.6.224.225,login_failure,posts/posts/blog,1,6,0
2025-07-12T01:30:15.828871,user_17,198.2.253.145,login_failure,blog/categories/app,0,1,0
2025-07-04T06:16:15.426803,user_6,99.227.226.2,login_failure,search,0,6,0
2025-07-14T15:04:14.700949,user_10,70.121.23.26,login_failure,posts/list/list,2,15,0
2025-06-30T04:40:05.750095,user_20,170.134.49.184,login_failure,category/main/posts,1,4,0
2025-07-11T04:40:27.766595,user_8,34.203.219.87,login_success,category/blog,0,4,0
2025-07-14T04:07:51.830018,user_8,222.93.158.45,login_failure,blog,1,4,0
2025-07-03T05:10:47.372430,user_5,170.198.172.45,privilege_escalation,blog/categories,1,5,0
2025-07-06T05:41:39.234948,user_8,166.178.213.176,login_success,search,1,5,0
2025-07-11T15:31:56.954500,user_15,10.26.183.79,anomaly_event,explore/blog/categories,8,15,1
2025-07-01T11:57:47.392465,user_19,24.186.180.209,login_success,list/main,1,11,0
2025-07-06T04:34:09.438013,user_13,27.47.205.8,login_success,categories,1,4,0
2025-06-30T10:15:05.925774,user_8,220.91.121.10,login_failure,tag,1,10,0
2025-07-02T23:54:47.231155,user_1,169.170.234.203,login_success,wp-content,0,23,0
2025-06-30T04:52:05.935688,user_4,180.112.253.94,config_change,tag/tags/list,3,4,0
2025-06-29T21:55:14.034845,user_8,29.139.77.146,file_access,category,0,21,0
2025-07-03T04:37:46.733727,user_17,90.222.107.243,login_success,posts/tag/main,0,4,0
2025-07-13T04:55:55.363818,user_18,205.239.125.66,login_failure,main/tag/tags,1,4,0
2025-07-03T05:40:56.253493,user_4,133.122.178.243,login_success,explore/app/categories,1,5,0
2025-07-07T05:43:01.694767,user_15,207.31.166.52,login_failure,app/category,3,5,0
2025-07-05T05:28:04.893683,user_18,210.41.114.168,login_failure,wp-content/tags,0,5,0
2025-07-01T04:23:53.372280,user_15,203.106.143.248,login_failure,app,2,4,0
2025-07-04T21:54:24.563764,user_17,162.205.42.64,login_failure,tag/blog/tags,4,21,0
2025-07-11T19:13:05.995675,user_18,61.74.159.73,login_success,category,2,19,0
2025-07-02T15:39:06.926716,user_6,26.25.92.101,login_success,categories/explore,0,15,0
2025-07-07T18:34:12.784160,user_16,140.59.9.229,file_access,category/posts,0,18,0
2025-07-12T14:45:59.567093,user_8,151.141.160.73,login_failure,list/blog,1,14,0
2025-07-13T01:08:55.193462,user_9,139.244.208.48,privilege_escalation,blog/category,1,1,0
2025-07-11T14:06:13.980968,user_17,166.202.192.40,file_access,categories,1,14,0
2025-07-08T15:57:44.475284,user_8,52.142.186.100,login_failure,main,3,15,0
2025-07-04T13:07:49.197323,user_3,155.69.124.91,login_success,explore,1,13,0
2025-07-06T06:53:10.261907,user_8,150.144.84.236,file_access,explore/search/explore,0,6,0
2025-07-13T20:19:29.074670,user_11,57.255.89.49,login_success,categories/blog,5,20,0
2025-07-02T00:40:27.797658,user_3,92.11.6.8,config_change,wp-content,2,0,0
2025-06-30T15:16:59.438529,user_8,220.64.87.220,login_success,app/main/tag,1,15,0
2025-07-05T04:37:35.001785,user_5,162.51.255.200,login_success,category/search/search,2,4,0
2025-07-14T00:51:58.987736,user_3,63.240.86.22,file_access,category/categories/search,2,0,0
2025-07-03T12:47:00.543397,user_11,146.70.228.58,login_success,list/tag/main,0,12,0
2025-07-12T10:05:47.872338,user_14,156.124.179.163,login_failure,list,1,10,0
2025-07-14T03:24:04.362327,user_14,178.19.251.29,login_success,categories/list/list,2,3,0
2025-07-10T07:19:49.598793,user_19,201.114.43.1,login_success,wp-content/explore/posts,1,7,0
2025-07-03T04:18:15.094836,user_16,172.16.0.220,anomaly_event,list/app/category,4,4,1
2025-07-10T09:10:30.943669,user_12,189.26.20.85,login_success,app/explore/tags,2,9,0
2025-07-06T09:04:11.946379,user_13,205.6.212.75,login_success,tags/wp-content/explore,0,9,0
2025-07-06T02:49:18.299281,user_14,20.229.128.177,config_change,main/search,0,2,0
2025-07-10T06:26:19.443758,user_18,175.34.221.143,login_failure,category,0,6,0
2025-07-02T13:44:52.287650,user_8,217.176.189.56,file_access,categories/categories/wp-content,0,13,0
2025-07-13T18:03:27.656278,user_9,85.155.143.47,login_failure,app/list/app,1,18,0
2025-07-13T20:33:21.722746,user_1,214.190.241.55,login_success,category/tags/tag,2,20,0
2025-07-09T00:51:29.557346,user_13,185.170.193.71,login_success,wp-content/posts,2,0,0
2025-07-05T17:16:20.914661,user_15,131.213.157.126,file_access,tags,3,17,0
2025-07-05T20:42:10.783093,user_13,172.20.152.239,anomaly_event,explore/category/category,8,20,1
2025-07-11T00:55:06.833255,user_1,206.141.140.161,login_failure,tags,0,0,0
2025-07-01T11:11:13.394173,user_14,134.50.41.133,login_success,category,0,11,0
2025-07-13T19:25:03.820943,user_15,213.28.66.119,login_success,explore/blog,0,19,0
2025-07-02T11:25:09.995185,user_9,126.239.2.100,login_success,list/tag,0,11,0
2025-06-30T23:29:48.627177,user_7,183.180.12.142,login_success,posts,0,23,0
2025-07-04T22:07:17.035158,user_11,111.135.134.20,login_failure,categories/list,0,22,0
2025-07-06T02:12:47.389074,user_13,188.231.117.23,file_access,app/app,1,2,0
2025-07-08T01:19:59.657255,user_14,178.90.95.64,login_success,categories/posts,0,1,0
2025-07-03T19:46:42.998201,user_3,200.121.169.152,login_success,main,2,19,0
2025-07-05T12:53:04.211696,user_18,187.179.12.34,login_failure,search,0,12,0
2025-07-08T15:57:56.984706,user_12,130.230.64.13,login_success,wp-content,0,15,0
2025-07-10T07:58:20.032837,user_3,180.196.31.53,login_success,list/main/explore,0,7,0
2025-07-04T09:44:59.921160,user_2,172.204.154.159,file_access,category/posts/categories,0,9,0
2025-07-10T06:13:31.789140,user_8,129.16.148.118,file_access,search/main,0,6,0
2025-07-05T21:02:01.189184,user_1,160.109.37.145,login_success,tag/explore/posts,0,21,0
2025-07-11T06:29:50.984623,user_8,209.164.179.149,login_failure,tag/categories/blog,0,6,0
2025-07-11T05:56:14.544265,user_4,143.128.38.3,login_success,posts,0,5,0
2025-07-13T20:25:58.901336,user_7,92.57.249.213,login_failure,tag/category,1,20,0
2025-07-02T16:28:48.620782,user_9,195.226.236.138,login_failure,blog/blog/categories,0,16,0
2025-07-08T00:59:54.257690,user_6,220.14.242.212,file_access,explore/tag,1,0,0
2025-07-07T15:00:17.675687,user_4,216.117.167.172,login_failure,tag/explore/search,0,15,0
2025-07-04T02:32:19.912903,user_6,163.81.2.133,file_access,blog/search/category,2,2,0
2025-07-13T15:12:40.685703,user_10,192.168.62.102,anomaly_event,posts/explore,7,15,1
2025-07-11T16:44:27.120808,user_13,133.14.209.120,login_failure,explore/tags,0,16,0
2025-07-10T20:07:15.695635,user_7,81.90.61.9,login_success,blog/main/tags,1,20,0
2025-07-08T10:20:17.326148,user_8,78.113.103.126,login_success,wp-content/main/search,1,10,0
2025-07-06T17:08:40.463517,user_10,194.5.78.72,login_success,explore/main/tags,1,17,0
2025-07-12T20:06:44.104570,user_20,140.195.226.248,config_change,search/tags,0,20,0
2025-07-13T05:56:11.298521,user_19,46.220.178.27,privilege_escalation,blog/list/app,0,5,0
2025-07-13T10:48:31.262829,user_12,170.180.1.244,file_access,categories,2,10,0
2025-07-11T10:44:41.976319,user_12,1.148.53.3,login_failure,app,1,10,0
2025-07-04T02:30:01.305018,user_11,218.184.170.63,login_success,tag/tags,1,2,0
2025-07-07T11:50:01.821147,user_14,30.250.6.179,login_success,wp-content/main,0,11,0
2025-07-02T01:34:37.564251,user_4,181.245.87.193,privilege_escalation,explore,0,1,0
2025-07-04T16:26:22.384411,user_12,182.46.96.150,login_success,posts,1,16,0
2025-07-12T11:17:30.869538,user_15,165.63.48.7,login_failure,categories,0,11,0
2025-07-09T16:00:40.586019,user_14,9.232.233.186,file_access,explore/app,0,16,0
2025-07-05T09:09:57.410316,user_17,165.70.37.46,login_success,categories/categories,0,9,0
2025-07-03T13:14:17.883457,user_15,172.16.0.158,anomaly_event,categories,7,13,1
2025-07-09T22:03:56.411379,user_19,194.120.59.213,login_success,list/search/tags,1,22,0
2025-07-02T21:57:55.666812,user_8,123.163.203.219,login_success,explore/category/blog,1,21,0
2025-07-13T07:41:09.767215,user_3,194.223.167.75,privilege_escalation,list,0,7,0
2025-07-10T22:47:07.456443,user_15,55.39.123.184,login_success,posts,0,22,0
2025-07-01T07:28:27.593832,user_15,196.207.2.47,login_success,categories/main/list,0,7,0
2025-07-06T06:08:30.356247,user_13,223.164.122.143,login_failure,blog,2,6,0
2025-07-06T07:27:10.569075,user_16,123.82.202.30,login_success,categories/categories,2,7,0
2025-07-09T17:16:31.955047,user_6,188.171.156.161,config_change,posts/blog,0,17,0
2025-07-08T07:16:16.399517,user_12,113.5.41.29,login_failure,explore/explore/app,0,7,0
2025-07-13T15:14:18.129110,user_11,106.225.52.24,file_access,list,0,15,0
2025-07-14T07:16:44.937262,user_20,199.191.185.87,login_success,tag/explore,0,7,0
2025-07-05T06:58:40.269121,user_9,40.130.231.170,file_access,list/main/explore,0,6,0
2025-07-05T12:34:48.986792,user_17,46.64.142.118,login_failure,app,0,12,0
2025-07-14T07:20:08.924752,user_16,172.16.0.62,anomaly_event,tags,4,7,1
2025-07-04T19:41:48.016544,user_8,135.56.216.190,login_failure,list,2,19,0
2025-07-05T22:00:20.815645,user_16,68.78.126.132,login_failure,posts,2,22,0
2025-06-30T03:09:59.853378,user_1,200.49.216.52,login_success,explore,1,3,0
2025-06-30T07:00:15.802153,user_8,141.231.189.25,login_success,wp-content,0,7,0
2025-07-07T04:28:54.020227,user_8,148.104.235.9,login_success,tags/blog/search,2,4,0
2025-07-04T03:42:51.707947,user_19,8.226.89.7,login_success,search/app,1,3,0
2025-07-13T20:32:47.250515,user_18,197.181.116.17,login_success,tag/explore/explore,1,20,0
2025-07-09T16:45:44.912071,user_14,221.82.136.10,login_failure,main/category,0,16,0
